58,:,6,20,33,42,43,45,47,49,57,68,69,76,80,98,100,@,472430871
59,:,4,24,28,29,33,44,47,55,58,65,71,74,78,92,96,@,693107986
60,:,14,20,21,28,29,31,51,56,66,67,73,75,86,87,89,@,797433332
61,:,1,2,13,19,20,27,29,40,46,47,51,52,58,65,72,@,119727700
62,:,15,18,20,29,33,44,49,57,66,75,76,82,88,98,99,@,064467967
63,:,10,15,27,30,34,40,44,53,55,58,72,84,87,99,100,@,628015402
64,:,1,9,13,14,28,35,38,47,53,56,60,61,62,83,89,@,226308921
65,:,3,9,14,15,24,25,27,30,41,42,52,54,57,66,69,@,586110358
66,:,2,4,6,20,31,41,45,50,54,59,66,79,84,88,90,@,650368140
67,:,2,5,17,18,23,27,31,37,59,68,86,87,88,92,95,@,915876397
68,:,10,17,21,27,28,34,35,42,47,65,66,76,85,89,96,@,221173056
69,:,5,6,10,14,25,37,62,70,72,73,76,78,89,97,100,@,094872397
70,:,2,8,16,41,44,48,56,58,63,65,67,80,90,91,94,@,640572240
71,:,3,5,13,17,19,27,46,49,55,62,72,75,78,81,99,@,849701680
72,:,5,6,11,18,20,33,35,37,48,65,71,79,82,86,98,@,252463572
73,:,15,16,17,29,48,64,68,70,76,82,85,87,88,97,99,@,677007458
74,:,7,18,19,22,31,43,44,45,51,60,66,67,70,86,99,@,114698615
75,:,6,17,23,25,40,45,49,64,70,71,72,75,78,86,95,@,519161249
76,:,17,50,52,55,59,63,64,71,75,84,87,88,91,95,100,@,076702958
77,:,7,8,14,15,24,35,39,57,69,74,75,78,83,88,94,@,577462576
78,:,9,15,24,28,29,30,32,35,38,63,71,72,92,94,100,@,495058050
79,:,6,15,19,23,31,35,43,54,63,64,68,69,92,94,95,@,942645821
80,:,2,14,27,34,52,59,60,62,64,66,76,81,85,89,93,@,246160915
81,:,4,17,22,31,45,46,53,61,71,74,75,79,81,88,91,@,951500482
82,:,1,4,5,9,25,29,46,48,61,63,66,75,76,83,93,@,412871328
83,:,5,10,12,20,29,49,51,57,59,66,67,69,74,84,95,@,606552681
84,:,25,27,28,29,35,47,49,50,51,60,68,77,91,93,99,@,452412526
85,:,3,7,11,24,29,41,44,55,58,68,70,76,77,90,98,@,096316361
86,:,11,13,21,23,32,33,37,38,52,60,68,70,71,94,97,@,234836183
87,:,3,6,12,16,33,39,44,46,48,51,53,75,81,94,97,@,786765482
88,:,6,7,8,11,27,52,54,59,62,74,75,78,81,87,91,@,381262986
89,:,20,27,29,31,32,39,45,51,57,65,68,71,74,82,88,@,027286611
90,:,3,4,23,36,39,45,61,62,63,78,81,85,89,95,96,@,975255194
91,:,4,7,24,25,27,31,34,36,39,40,56,77,90,91,92,@,641824375
92,:,1,6,13,42,52,60,64,65,73,77,80,85,87,91,97,@,367220862
93,:,10,14,23,25,32,36,40,41,45,50,65,75,92,97,98,@,843061740
94,:,5,13,15,16,33,41,57,60,64,66,69,83,89,94,99,@,771339272
95,:,9,14,16,17,18,23,37,55,66,75,77,83,86,93,99,@,709599637
96,:,15,19,20,25,32,49,51,57,62,64,76,81,88,89,94,@,295835264
97,:,14,23,26,34,46,48,53,72,74,80,88,91,93,98,99,@,313026596
98,:,2,17,18,20,36,46,47,58,65,71,79,84,87,91,97,@,274994571
99,:,2,13,14,15,18,27,30,32,48,49,56,65,71,74,84,@,179725224
100,:,15,26,28,30,39,48,66,68,73,74,82,87,89,92,93,@,088261479
101,:,6,7,12,25,37,41,42,46,49,56,65,76,79,95,96,@,251783669
102,:,8,10,18,19,27,30,50,61,65,70,75,81,90,94,97,@,239689653
103,:,16,18,25,31,39,46,52,53,56,57,58,64,80,87,89,@,944458568
104,:,11,14,18,26,36,43,48,49,50,51,66,74,83,88,95,@,135242409
105,:,6,20,25,33,39,42,47,50,58,74,77,81,84,90,98,@,366418539
106,:,2,7,20,32,47,57,63,68,70,73,74,87,89,92,99,@,965244756
107,:,2,8,10,12,14,15,32,35,40,44,45,90,91,96,98,@,583715408
108,:,16,29,30,32,36,43,52,56,63,66,67,69,83,94,96,@,298454630
109,:,2,7,9,12,22,31,32,43,52,53,67,69,85,90,95,@,667861228
110,:,1,3,4,10,18,28,30,33,36,38,42,43,58,67,86,@,057070835
111,:,14,25,34,35,56,59,68,71,75,80,82,85,86,90,96,@,501288538
112,:,1,5,6,8,9,15,17,21,35,38,40,62,70,84,98,@,807056821
113,:,1,8,15,18,24,25,27,28,29,34,44,47,87,91,92,@,392119786
114,:,7,10,16,18,19,22,27,40,46,50,60,61,74,84,88,@,033827401
115,:,4,9,11,12,18,29,40,54,64,76,77,80,94,97,100,@,490904558
116,:,4,10,18,28,29,30,40,56,58,59,60,76,77,80,90,@,898440389
117,:,2,4,20,22,25,35,36,42,56,57,64,69,77,82,83,@,780497957
118,:,4,8,16,17,20,24,32,43,47,58,64,69,80,94,98,@,503292322
119,:,4,5,6,7,17,41,52,53,56,67,68,73,74,87,96,@,307279695
120,:,10,12,17,22,29,31,35,50,51,65,66,69,72,90,91,@,050791739
121,:,4,9,10,11,14,24,25,29,36,47,60,72,79,92,100,@,031198373
122,:,2,5,6,7,13,19,20,22,49,54,56,58,94,95,96,@,942419614
123,:,15,21,26,33,38,43,51,58,61,66,92,93,95,96,99,@,832112306
124,:,5,13,20,21,29,31,38,55,56,81,84,89,91,97,98,@,229702232
125,:,10,11,17,27,31,34,41,51,57,59,64,75,83,91,99,@,416595161
126,:,7,8,10,15,34,35,37,50,61,63,79,80,83,98,99,@,727172504
127,:,2,10,12,16,21,25,29,35,52,62,66,73,74,79,82,@,491486011
128,:,7,12,23,30,44,45,47,55,62,63,78,82,85,95,98,@,314825687
129,:,12,15,30,33,40,43,49,50,55,56,72,78,85,91,100,@,236816880
130,:,1,2,10,11,15,21,22,33,41,43,60,61,79,80,98,@,606231089
131,:,11,17,25,30,31,33,41,49,55,64,66,75,78,80,82,@,968530650
132,:,5,12,23,24,29,32,33,40,56,70,72,75,80,92,96,@,605480040
133,:,4,8,10,11,12,16,25,43,54,59,68,69,78,92,94,@,803739425
134,:,2,5,7,9,11,16,19,22,46,57,62,75,76,92,99,@,185331580
135,:,2,7,9,11,16,19,30,31,35,41,76,81,84,87,88,@,657752291
136,:,2,3,19,26,27,38,43,46,48,49,52,54,73,82,87,@,513341098
137,:,3,10,16,17,35,39,60,66,69,74,78,83,93,95,96,@,732083477
138,:,1,8,11,15,31,36,38,41,45,60,61,68,72,82,83,@,607600948
139,:,6,12,22,35,48,51,52,55,60,65,68,89,92,94,96,@,416686397
140,:,10,17,25,27,28,32,34,39,44,47,55,56,60,89,93,@,662764311
141,:,4,10,27,28,30,38,55,60,61,66,67,72,79,88,97,@,116711066
142,:,3,4,6,11,16,32,44,50,51,53,65,76,84,88,93,@,195447633
143,:,2,3,6,21,23,28,44,45,53,78,85,86,89,90,97,@,854167695
144,:,12,22,27,29,43,45,54,56,57,67,84,91,93,96,100,@,970136421
145,:,4,8,15,19,29,44,48,51,52,54,56,66,74,98,99,@,646056770
146,:,9,10,16,21,31,36,48,50,61,66,72,80,85,97,99,@,087493435
147,:,5,13,15,16,22,30,34,36,38,40,41,60,65,79,89,@,726098939
148,:,5,8,11,12,21,23,34,35,55,58,64,65,66,77,88,@,966416741
149,:,8,10,11,12,14,45,46,48,52,61,77,79,89,90,95,@,274163328
150,:,27,30,49,51,52,60,61,63,65,70,74,81,84,90,98,@,637127309
151,:,3,7,8,14,16,21,34,52,70,71,79,81,86,94,99,@,851143981
152,:,11,13,15,16,18,20,25,31,51,56,58,73,75,83,89,@,304754560
153,:,15,17,18,24,31,35,36,50,51,52,64,67,74,77,98,@,313579211
154,:,4,5,18,29,32,33,34,38,42,47,51,57,77,86,100,@,136835699
155,:,1,6,8,22,28,30,35,37,40,49,59,62,69,93,96,@,190615921
156,:,10,14,17,23,26,29,36,58,70,74,75,85,89,92,100,@,970772083
157,:,16,21,29,37,38,44,45,46,47,65,77,87,88,92,94,@,735598021
158,:,1,6,11,14,21,39,42,43,46,51,61,76,79,81,100,@,386075462
159,:,2,3,22,24,28,30,36,41,42,54,56,76,88,94,99,@,636589968
160,:,8,12,14,15,23,29,32,34,51,65,71,72,79,98,100,@,726526081
161,:,12,17,18,22,28,29,50,67,73,74,79,83,91,93,100,@,019977536
162,:,3,18,22,25,28,42,55,59,60,62,77,82,83,85,99,@,479674539
163,:,2,15,17,32,44,45,55,60,61,62,77,82,84,90,93,@,715584630
164,:,6,13,16,22,33,42,50,52,54,55,63,70,74,76,91,@,415208744
165,:,2,4,22,24,25,31,34,36,37,46,76,78,82,88,97,@,334347131
166,:,4,12,20,25,27,32,36,38,48,57,60,63,72,76,98,@,011523670
167,:,12,17,22,23,34,38,40,44,51,87,89,91,95,96,99,@,484972431
168,:,4,7,16,21,26,32,40,45,48,54,60,72,76,90,94,@,189519533
169,:,2,13,28,32,35,41,47,59,67,68,69,70,80,82,89,@,002270208
170,:,1,5,16,23,27,37,42,46,48,58,63,72,90,91,95,@,721158110
171,:,8,11,16,17,20,21,31,38,56,60,71,83,88,92,95,@,885918547
172,:,1,2,5,9,10,12,17,28,32,34,57,65,81,93,96,@,134925830
173,:,6,8,21,30,32,34,35,50,52,53,63,66,71,88,99,@,144069512
174,:,13,15,18,21,25,29,35,43,44,45,52,53,60,76,92,@,561151294
175,:,22,40,41,43,45,47,51,58,64,71,74,92,94,98,100,@,919211937
176,:,2,18,20,21,34,35,49,53,56,60,66,73,78,87,100,@,679787363
177,:,1,2,6,21,22,34,37,52,60,74,76,84,86,88,100,@,768887794
178,:,10,13,18,30,43,44,46,60,61,75,82,86,91,92,98,@,651682688
179,:,3,9,10,11,18,21,23,37,59,61,75,77,78,96,100,@,051436063
180,:,3,7,13,14,15,37,42,56,60,65,67,83,86,87,96,@,570899676
181,:,3,7,8,11,13,14,20,23,31,50,66,71,88,92,97,@,688198846
182,:,1,22,25,26,30,36,41,53,61,63,73,79,89,92,100,@,509630891
183,:,6,7,8,11,13,35,46,51,58,60,61,75,84,97,100,@,155964444
184,:,1,7,17,30,35,41,46,48,53,61,63,79,80,84,85,@,459044590
185,:,3,4,11,12,27,30,33,40,41,46,63,66,74,75,82,@,705546170
186,:,6,13,20,30,32,44,57,60,73,83,85,86,88,89,94,@,753580763
187,:,12,13,17,26,39,40,43,48,52,53,54,55,60,75,78,@,266231520
188,:,6,23,41,46,48,55,64,68,81,83,84,89,92,94,99,@,600090235
189,:,4,5,8,13,26,32,56,59,65,66,79,81,91,94,100,@,307353233
190,:,4,6,11,18,19,20,22,24,27,36,41,62,69,77,84,@,801651699
191,:,4,25,29,37,38,39,42,46,49,53,54,62,76,83,98,@,341371485
192,:,5,11,13,19,23,27,31,34,37,47,53,56,66,67,80,@,867682919
193,:,4,18,19,26,38,48,53,57,58,60,65,76,83,90,92,@,458744318
194,:,4,7,9,12,17,18,25,36,41,42,52,53,63,73,96,@,094008041
195,:,7,12,24,31,32,36,40,41,43,69,78,81,88,97,99,@,761605465
196,:,8,10,18,19,34,39,41,46,48,52,58,71,73,86,99,@,234157955
197,:,11,15,17,32,37,39,56,58,61,65,66,70,80,84,89,@,579316603
198,:,4,5,9,25,27,48,50,59,74,85,89,90,91,97,100,@,885626130
199,:,11,15,23,27,30,31,34,40,60,67,71,81,83,93,96,@,131005759
200,:,2,4,14,16,18,27,34,54,55,58,61,72,78,91,98,@,621278574
201,:,6,27,28,34,38,47,49,61,66,69,74,77,78,82,98,@,077098368
202,:,1,4,15,16,28,52,57,64,69,70,74,75,76,83,91,@,122033069
203,:,1,8,15,41,43,44,45,60,62,63,74,76,87,90,96,@,710724647
204,:,10,16,24,25,28,50,55,66,68,71,73,78,81,93,99,@,059199207
205,:,6,13,15,23,24,25,26,36,38,53,56,58,69,71,89,@,913946582
206,:,1,4,7,14,24,32,33,36,54,60,67,70,72,74,77,@,822843121
207,:,2,3,19,20,37,43,51,53,56,60,80,84,86,89,97,@,582912215
208,:,8,18,22,25,34,35,36,41,53,67,75,83,90,94,95,@,218100825
209,:,7,9,13,22,25,26,30,33,35,40,46,50,75,82,100,@,630174280
210,:,4,17,25,29,32,35,49,53,56,61,77,81,83,89,90,@,037477543
211,:,1,16,20,25,26,28,34,40,54,60,61,66,80,96,100,@,783328179
212,:,2,3,5,8,9,27,31,33,35,47,51,66,85,89,98,@,888224353
213,:,1,7,10,13,19,35,45,55,58,61,69,72,78,88,91,@,565706949
214,:,10,16,21,27,29,32,35,46,48,64,66,71,76,77,84,@,341879947
215,:,1,3,7,9,10,18,24,47,57,64,74,76,78,84,90,@,949674783
216,:,6,7,9,13,14,18,22,37,40,43,53,58,68,76,95,@,194107255
217,:,9,11,14,20,23,25,27,38,41,54,62,65,68,96,100,@,645930415
218,:,2,4,5,12,18,22,45,49,52,60,68,69,74,79,96,@,775118580
219,:,16,19,32,42,43,45,48,51,65,67,77,78,85,93,99,@,623266096
220,:,5,6,23,27,29,31,37,41,50,58,60,64,75,81,84,@,688693943
221,:,1,17,30,31,46,52,54,57,67,73,82,89,91,92,95,@,017891641
222,:,5,6,15,17,18,20,22,27,44,51,54,60,82,91,96,@,238789051
223,:,2,7,19,23,26,46,50,55,56,62,64,71,83,87,95,@,704839755
224,:,7,10,20,23,24,30,35,50,55,57,76,86,88,91,92,@,804131242
225,:,1,26,27,34,36,47,51,56,61,68,76,83,84,86,99,@,189216109
226,:,5,17,21,23,24,28,32,34,35,44,58,59,60,84,93,@,006712138
227,:,1,2,14,31,39,45,49,52,53,64,74,75,81,85,100,@,492646130
228,:,5,18,28,33,38,42,43,44,72,78,80,84,91,94,96,@,799329398
229,:,8,18,24,27,31,45,51,55,62,71,78,89,94,95,97,@,205455776
230,:,5,16,20,28,33,35,40,44,54,60,61,69,74,75,96,@,303004120
231,:,7,15,16,29,37,48,57,60,62,67,69,70,79,89,90,@,333780602
232,:,4,7,8,14,21,45,46,52,60,61,68,70,81,84,98,@,308337542
233,:,6,24,26,39,41,47,48,53,56,58,62,63,76,91,94,@,469991618
234,:,4,13,22,24,25,31,38,39,42,47,66,68,73,83,93,@,928185536
235,:,14,21,36,39,47,49,54,64,68,75,76,90,91,98,99,@,769394237
236,:,7,14,20,30,39,51,56,60,62,63,72,80,82,86,88,@,182719069
237,:,3,13,18,21,23,24,40,52,56,67,71,74,89,97,98,@,597958355
238,:,2,16,34,55,57,58,63,68,73,74,75,77,91,93,97,@,843128328
239,:,1,4,9,12,29,31,32,42,62,69,72,79,81,95,97,@,676246479
240,:,26,27,28,37,48,51,55,73,78,79,88,90,92,97,98,@,365936416
241,:,10,14,22,28,35,40,43,62,63,65,69,70,73,75,81,@,059893974
242,:,20,27,30,33,34,46,66,68,70,72,74,84,90,97,99,@,907878299
243,:,11,12,15,18,24,27,35,37,39,40,63,70,73,74,98,@,477476379
244,:,8,9,12,15,18,24,25,31,36,50,54,66,72,75,76,@,424316272
245,:,10,12,25,30,31,38,52,54,57,62,64,65,69,77,83,@,884634406
246,:,22,28,44,47,58,60,74,76,77,79,87,89,94,96,100,@,733816420
247,:,26,27,28,33,38,44,45,49,53,55,61,65,85,90,100,@,425807017
248,:,2,3,7,38,40,53,55,59,66,78,83,86,90,91,98,@,439197393
249,:,5,7,13,22,27,32,33,43,57,60,61,70,71,86,95,@,606842753
250,:,4,6,9,11,15,18,19,24,32,42,53,55,74,82,89,@,836207843
251,:,4,8,11,21,22,29,37,64,65,68,79,80,83,91,99,@,573803354
252,:,1,9,17,22,26,28,30,33,55,65,66,68,84,91,99,@,558297149
253,:,3,13,15,41,43,45,47,53,56,70,71,78,87,96,97,@,625134908
254,:,1,11,17,38,41,45,52,54,58,62,67,78,82,86,92,@,676144520
255,:,14,22,32,43,48,51,59,64,66,67,69,71,84,85,98,@,267623409
256,:,1,18,21,40,43,45,47,51,60,64,69,79,88,89,100,@,513489127
257,:,7,19,26,31,40,45,52,53,57,73,75,76,84,89,90,@,603608731
258,:,7,17,18,24,32,34,35,43,55,64,70,71,75,90,96,@,123407101
259,:,5,6,7,26,27,29,30,47,53,57,61,62,63,65,67,@,050989806
260,:,7,13,20,23,29,33,38,40,49,64,66,83,84,87,100,@,706359487
261,:,5,6,11,15,22,31,42,50,57,59,61,68,74,97,98,@,682032680
262,:,6,10,14,22,25,29,30,36,57,58,62,74,82,85,86,@,191871226
263,:,4,7,10,14,25,30,33,37,40,49,54,84,89,90,95,@,077926735
264,:,16,23,24,34,41,44,49,57,62,64,66,78,80,88,96,@,159791032
265,:,12,13,15,23,27,30,33,34,38,46,48,58,67,85,91,@,222471659
266,:,4,6,12,13,14,20,35,46,47,48,53,57,86,88,97,@,219708493
267,:,6,12,19,21,26,32,33,34,55,62,76,82,84,85,86,@,235938882
268,:,5,14,24,27,31,33,34,37,41,43,50,64,65,69,88,@,086207486
269,:,5,13,21,25,38,46,60,61,71,72,83,84,89,93,96,@,477854441
270,:,11,29,30,31,34,38,48,55,58,60,68,73,76,78,87,@,544683732
271,:,5,18,26,27,34,47,51,60,62,73,76,81,87,90,94,@,467966385
272,:,3,7,8,9,15,18,19,24,31,65,67,92,94,99,100,@,457015712
273,:,13,15,17,25,28,30,58,62,64,65,66,68,76,93,95,@,801530855
274,:,14,15,26,28,30,32,33,38,39,43,53,61,79,84,92,@,226193208
275,:,3,4,8,11,18,22,36,41,46,49,61,81,82,88,95,@,477295493
276,:,7,12,14,16,19,21,25,45,48,50,53,71,77,83,98,@,915365138
277,:,13,15,23,25,30,40,46,50,51,65,74,75,86,92,99,@,389127650
278,:,7,11,17,30,35,37,44,50,58,78,80,86,87,94,99,@,537595305
279,:,7,15,17,21,29,34,46,54,55,60,62,78,88,92,96,@,306811779
280,:,11,25,34,36,38,43,44,47,59,62,70,78,81,88,96,@,835681607
281,:,2,9,23,28,32,35,39,40,43,44,45,51,71,75,90,@,252368844
282,:,16,21,26,32,41,45,47,51,57,62,63,64,69,72,86,@,024399860
283,:,11,18,21,32,49,57,59,61,69,72,74,76,85,86,100,@,516028340
284,:,10,32,33,35,40,44,59,62,63,65,68,78,86,87,89,@,508780461
285,:,11,15,20,28,29,34,49,57,58,65,69,71,86,97,100,@,499524459
286,:,2,3,7,10,11,19,49,51,53,54,62,70,87,90,93,@,379262054
287,:,9,13,17,24,37,45,58,60,61,62,67,69,73,74,99,@,913234858
288,:,7,12,13,21,29,32,38,41,43,46,66,72,75,81,99,@,896586564
289,:,1,5,8,9,13,15,19,21,25,31,51,68,75,91,92,@,326432778
290,:,3,23,25,29,31,47,63,66,73,75,82,84,87,89,94,@,778855241
291,:,3,4,14,19,32,44,54,55,64,70,72,78,85,89,90,@,041542898
292,:,3,10,17,23,29,31,35,38,52,54,58,60,62,74,93,@,733192218
293,:,21,25,45,54,55,62,64,66,68,71,72,73,87,88,95,@,710358871
294,:,1,3,14,33,39,40,42,54,56,64,66,73,87,98,100,@,123718425
295,:,3,18,24,27,28,46,51,57,58,61,62,70,74,83,100,@,790451639
296,:,5,9,21,22,30,37,46,55,74,80,83,86,92,98,100,@,152598266
297,:,14,15,17,21,25,31,42,51,55,62,77,80,83,87,98,@,092563937
298,:,11,13,15,33,35,52,53,65,69,71,72,75,80,94,97,@,434119916
299,:,11,22,25,46,47,50,52,57,58,59,63,64,74,75,90,@,575565856
300,:,6,12,15,18,30,32,37,38,43,47,48,51,55,71,81,@,734849389
301,:,4,10,13,19,25,27,30,45,51,72,78,83,86,91,100,@,014915907
302,:,8,28,36,44,52,53,58,66,68,71,73,86,93,94,95,@,719740004
303,:,9,11,25,30,35,39,42,49,52,53,55,57,86,97,99,@,877681027
304,:,3,8,10,12,22,29,47,56,67,81,82,88,94,96,97,@,660625478
305,:,1,3,6,7,11,21,37,49,61,66,69,76,84,91,97,@,284297888
306,:,4,6,22,26,33,54,55,60,62,69,70,74,76,82,91,@,878422220
307,:,3,8,27,32,38,41,43,62,65,67,80,85,88,95,99,@,544107601
308,:,13,14,16,25,42,44,50,63,75,79,84,89,92,99,100,@,996376011
309,:,1,7,17,20,45,47,48,64,81,82,86,89,90,92,93,@,838531227
310,:,13,15,16,19,24,33,38,40,58,59,62,76,77,81,97,@,766613490
311,:,1,9,18,22,23,32,34,35,38,44,52,61,67,75,99,@,035799925
312,:,7,14,24,28,30,35,44,45,68,77,79,80,85,86,98,@,058565639
313,:,14,18,23,25,33,36,40,49,56,59,66,68,69,87,98,@,132890617
314,:,6,9,15,17,21,23,28,36,50,72,75,81,85,86,94,@,758316550
315,:,8,19,20,28,50,52,60,68,83,84,88,92,96,97,100,@,299143671
316,:,13,26,27,51,57,59,61,64,65,75,76,80,85,87,96,@,191792208
317,:,14,28,34,35,46,49,51,59,60,62,64,85,91,92,98,@,209050879
318,:,5,9,12,21,30,39,45,56,60,68,78,84,85,86,92,@,904692409
319,:,1,5,7,9,23,25,35,43,63,70,72,73,89,90,97,@,768428745
320,:,6,10,13,23,28,36,47,51,52,60,67,72,87,93,96,@,152170703
321,:,5,11,25,27,29,30,47,50,54,58,63,86,87,95,99,@,129660616
322,:,5,20,21,24,28,29,35,37,43,71,73,88,95,96,97,@,882248606
323,:,1,16,39,40,43,46,47,56,61,63,80,95,97,99,100,@,831867314
324,:,15,18,20,33,34,44,55,59,70,76,78,83,85,98,99,@,435530621
325,:,1,7,11,14,20,37,46,55,61,70,72,73,77,78,93,@,068026244
326,:,6,7,10,14,32,33,36,38,44,50,56,79,85,97,98,@,939307649
327,:,6,7,9,16,18,22,25,27,32,39,59,62,79,98,100,@,002009714
328,:,5,7,10,19,22,28,33,35,44,50,74,75,76,83,93,@,217659094
329,:,5,9,12,13,34,37,38,43,44,48,73,74,81,93,96,@,272341399
330,:,2,5,12,15,31,40,47,50,63,65,66,71,78,88,100,@,844044365
331,:,4,19,23,26,28,32,34,38,44,45,50,57,65,77,92,@,562019044
332,:,15,21,25,29,33,36,46,58,62,70,77,83,84,85,97,@,799995478
333,:,2,4,6,10,23,25,30,37,47,59,65,66,72,81,97,@,532069978
334,:,2,6,12,14,16,18,19,25,33,46,51,53,54,66,79,@,973261580
335,:,2,10,27,45,48,53,55,57,69,72,74,79,89,94,95,@,221489056
336,:,1,5,14,31,35,37,48,50,54,56,60,65,81,93,100,@,304600842
337,:,7,8,16,25,29,44,67,69,72,74,76,79,82,86,88,@,664079027
338,:,4,5,20,22,25,28,31,43,44,45,70,87,94,97,98,@,850161738
339,:,5,10,15,19,23,33,38,47,51,61,84,92,95,97,100,@,419952235
340,:,4,6,20,39,40,42,45,47,52,55,56,62,68,88,98,@,697908429
341,:,10,22,26,27,28,33,43,52,65,66,73,78,79,84,95,@,102110479
342,:,4,12,17,24,26,28,39,46,48,55,56,67,74,94,99,@,392498021
343,:,1,3,6,10,28,37,49,53,57,65,72,78,84,87,95,@,709258464
344,:,4,5,7,8,12,14,23,30,47,60,83,85,87,94,97,@,006353533
345,:,5,16,24,25,29,30,35,42,57,58,74,76,89,93,95,@,170327359
346,:,2,4,7,14,19,37,38,42,51,53,80,81,85,95,98,@,198763058
347,:,2,6,7,15,20,30,33,37,42,54,62,67,80,82,87,@,193218877
348,:,2,3,16,26,32,52,53,57,60,64,70,76,79,88,92,@,760353420
349,:,8,20,28,36,48,53,57,64,67,73,75,78,79,87,97,@,583268647
350,:,7,9,13,17,20,26,38,56,64,70,73,81,83,93,99,@,601804533
